ogc_fid,objectid,effective,year_effec,status,ulurpno,lucats,project_na,shape_leng,shape_area,ULURP_num,Name,Borough,Zoning Map,layer,path
358,930,2014/11/25 00:00:00.000,"2014",Adopted,140322zmq,"140322",Astoria Cove,2975.516267339525257,415271.981897754827514,"140322",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
359,931,2014/12/17 00:00:00.000,"2014",Adopted,110122zmr,"110122",SOLLAZZO PLAZA REZONING,613.236869924771895,22957.392438149312511,"110122",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
360,940,2004/09/28 00:00:00.000,"2004",Adopted,040446zmq,"040446",BROOKVILLE REZONING,2527.529553608672359,347948.800319692527410,"040446",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
361,952,2011/03/23 00:00:00.000,"2011",Adopted,110085zmx,"110085",WEBSTER AVE/BEDFORD PARK/NORWOOD,27908.708668429495447,12957736.425771744921803,"110085",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
362,982,2010/05/25 00:00:00.000,"2010",Adopted,100199zmq,"100199",ASTORIA REZONING,53500.142454783308494,39405121.517030552029610,"100199",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
363,1003,2005/11/16 00:00:00.000,"2005",Adopted,050145zmr,"050145",BAY TERRACE REZONING,15151.983349791265937,3947279.002531259786338,"050145",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
364,1005,2007/11/15 00:00:00.000,"2007",Adopted,070203zmk,"070203",CENTURY 21 BAY RIDGE,1067.684099738783971,68870.681888135062763,"070203",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
365,1008,2008/03/26 00:00:00.000,"2008",Adopted,060228zmq,"060228",31ST ST REZONING,1926.069936775373890,167811.172910582477925,"060228",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
366,1011,2005/12/21 00:00:00.000,"2005",Adopted,060063zmr,"060063",ARTHUR KILL RD/RICHMOND AVE,3767.015248547018018,601415.822618808597326,"060063",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
367,1012,2003/12/03 00:00:00.000,"2003",Adopted,020420zmr,"020420",SIBP REZONING/NORTHEAST MID-ISLAND,67676.741732090042206,51473393.131007753312588,"020420",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
368,1015,2006/02/15 00:00:00.000,"2006",Adopted,060110zmx,"060110",WOODLAWN AREA_REZONING,11449.708726837017821,5073465.121264489367604,"060110",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
369,1016,2007/10/29 00:00:00.000,"2007",Adopted,070472zmq,"070472",ST ALBANS-HOLLIS REZONING,68869.115527505535283,41739539.486626520752907,"070472",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
370,1017,2005/12/21 00:00:00.000,"2005",Adopted,060055zmq,"060055",WHITESTONE,104468.798671198004740,58864519.060174979269505,"060055",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
371,1018,2008/04/30 00:00:00.000,"2008",Adopted,080099azmm,080099a,125TH ST CORRIDOR,18613.182973709099315,4304496.158684719353914,"080099",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
372,1019,2011/06/29 00:00:00.000,"2011",Adopted,080482zmr,"080482",WOODROW PLAZA,1499.809790036571940,115327.828661905921763,"080482",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
373,1020,2009/09/30 00:00:00.000,"2009",Adopted,090387zmk,"090387",SUNSET PARK REZONING,28892.370072292291297,25675371.720513641834259,"090387",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
374,1021,2009/10/14 00:00:00.000,"2009",Adopted,060288zmx,"060288",ON THE SOUND ON CITY ISLAND,3252.375927848457195,529882.956235778750852,"060288",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
375,1022,2010/10/27 00:00:00.000,"2010",Adopted,100420zmm,"100420",3RD AVE CORRIDOR REZONING,3462.039905330510464,691404.906200085417368,"100420",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
376,1023,2009/07/29 00:00:00.000,"2009",Adopted,090382zmq,"090382",MIDDLE VILLAGE/GLENDALE/MASPETH,107905.176008008813369,33895818.240365803241730,"090382",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
377,1024,2010/10/27 00:00:00.000,"2010",Adopted,100409zmq,"100409",AUBURNDALE-OAKLAND gdn/HOLLIS HILLS,137248.337801122310339,67499489.974418684840202,"100409",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
378,1025,2011/07/28 00:00:00.000,"2011",Adopted,100175zmq,"100175",TD BANK,1138.263288994040977,66046.667654937511543,"100175",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
379,1026,2012/06/13 00:00:00.000,"2012",Adopted,110077zmr,"110077",HYLAN BLVD REZONING,1061.835576114365949,66637.081063517398434,"110077",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
380,1027,2012/10/11 00:00:00.000,"2012",Adopted,120138zmq,"120138",11-20 131ST STREET,688.892657648566455,26962.627037803693383,"120138",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
381,1028,2013/03/20 00:00:00.000,"2013",Adopted,130052zmm,"130052",SOUTH STREET SEAPORT - PIER 17,4817.973935912908928,1170820.956534930504858,"130052",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
382,1029,2012/07/25 00:00:00.000,"2012",Adopted,120195zmq,"120195",WOODHAVEN-RICHMOND HILL,76268.592174378631171,29026284.876641098409891,"120195",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
383,1030,2014/03/12 00:00:00.000,"2014",Adopted,120178zmq,"120178",Union Turnpike Rezoning,1785.148180694799066,177551.053362415608717,"120178",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
384,1031,2013/08/22 00:00:00.000,"2013",Adopted,130170zmq,"130170",ST FRANCIS PREP,4812.073126211602357,907546.317867724341340,"130170",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
385,1032,2014/04/10 00:00:00.000,"2014",Adopted,140037zmq,"140037",Braddock Hillside Rezoning,1298.193692058268653,104685.892307667891146,"140037",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
386,1033,2013/10/30 00:00:00.000,"2013",Adopted,130315zmr,"130315",St. George Waterfront,6130.509858156487098,2049550.588544180849567,"130315",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
387,1034,2013/06/24 00:00:00.000,"2013",Adopted,130188zmq,"130188",BELLEROSE FLORAL PARK GLEN OAKS REZONING,82301.562812235380989,62614111.965984463691711,"130188",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
388,1035,2013/12/10 00:00:00.000,"2013",Adopted,140079zmq,"140079",OZONE PARK REZONING,136685.976301098300610,63191999.127304710447788,"140079",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
389,1036,2014/06/26 00:00:00.000,"2014",Adopted,140181zmm,"140181",SITE 7,2169.937931926996498,116051.810864648432471,"140181",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
390,1037,2014/04/29 00:00:00.000,"2014",Adopted,140155zmk,"140155",1380 Rockaway Parkway Rezoning,439.165603677628212,12091.248122209859503,"140155",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
391,1038,2014/05/29 00:00:00.000,"2014",Adopted,140203zmq,"140203",YESHIVA HAR TORAH-GRAND CENTRAL PARKWAY DEMAPPING,1310.344241780157517,40974.218172865839733,"140203",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
392,1039,2014/07/24 00:00:00.000,"2014",Adopted,140275zmq,"140275",11-55 49TH AVENUE REZONING,1211.693427686418545,64827.748409542946320,"140275",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
393,1041,2011/01/18 00:00:00.000,"2011",Adopted,110069zmr,"110069",SI COMMERCIAL REZONING,22659.390967428953445,2365433.923602484166622,"110069",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
394,1042,2011/05/11 00:00:00.000,"2011",Adopted,100118zmr,"100118",UNION AVENUE REZONING,1956.545315016127915,223857.728272047912469,"100118",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
395,1044,2011/06/29 00:00:00.000,"2011",Adopted,100457zmq,"100457",154TH ST REZONING,1126.677131175088107,72267.286653127783211,"100457",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
396,1046,2011/10/05 00:00:00.000,"2011",Adopted,110384zmx,"110384",WILLIAMSBRIDGE/BAYCHESTER REZONING,85849.504725916995085,19708409.563829850405455,"110384",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
397,1079,2012/09/12 00:00:00.000,"2012",Adopted,060495zmr,"060495",WOLFE'S POND PK,5731.748477697749877,638668.378689130768180,"060495",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
398,1080,2011/07/28 00:00:00.000,"2011",Adopted,110207zmq,"110207",SUNNYSIDE-WOODSIDE,38858.067194347539044,16149889.315270895138383,"110207",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
399,1118,2012/05/15 00:00:00.000,"2012",Adopted,102108zmk,"120108",MILL BASIN,2526.390845274570893,324425.965071959479246,"102108",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
400,1120,2006/02/15 00:00:00.000,"2006",Adopted,060129zmk,"060129",HOMECREST REZONING,30186.954160848272295,9745472.553370151668787,"060129",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
401,1121,2011/09/08 00:00:00.000,"2011",Adopted,110058zmk,"110058",OCEAN DREAMS,1842.371468911042484,191383.085272394877393,"110058",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
402,1122,2010/02/03 00:00:00.000,"2010",Adopted,090042zmr,"090042",SANDY GROUND REZONING,27522.215722623674083,11957213.975302174687386,"090042",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
403,1123,2006/04/05 00:00:00.000,"2006",Adopted,060130zmk,"060130",MIDWOOD REZONING,31446.623168074045680,12426849.100112777203321,"060130",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
404,1125,2009/05/06 00:00:00.000,"2009",Adopted,910478zmk,"910478",BRIGHTON-BY-THE-SEA,4192.814582261689793,969803.524786655209027,"910478",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
405,1126,2003/09/30 00:00:00.000,"2003",Adopted,030467zmx,"030467",CITY ISLAND REZONING,29819.366650967145688,10512003.134841900318861,"030467",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
406,1127,2006/11/15 00:00:00.000,"2006",Adopted,060465zmr,"060465",PRINCE'S BAY REZONING,15600.520170368776235,6643005.631622407585382,"060465",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
407,1128,2005/10/11 00:00:00.000,"2005",Adopted,050480zmx,"050480",RIVERDALE-ON-HUDSON REZONING,31072.626488280388003,20379749.517949394881725,"050480",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
408,1129,2006/12/20 00:00:00.000,"2006",Adopted,060562zmq,"060562",DOUGLASTON-LITTLE NECK,96597.008147157364874,21720343.159067738801241,"060562",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
409,1131,2005/07/27 00:00:00.000,"2005",Adopted,050400zmq,"050400",CAMBRIA HEIGHTS,31817.107498902805673,33488010.360655464231968,"050400",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
410,1132,2009/06/30 00:00:00.000,"2009",Adopted,090313zmk,"090313",CANARSIE REZONING,61015.887208129221108,45469250.418750829994678,"090313",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
411,1134,2011/09/21 00:00:00.000,"2011",Adopted,110047zmk,"110047",BROOKLYN BAY CENTER,6403.283536459603056,1293865.560683833435178,"110047",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
412,1135,2003/12/03 00:00:00.000,"2003",Adopted,030022zmr,"030022",SIBP REZONING/CENTRAL MID-ISLAND,93219.871505315109971,68209956.998951256275177,"030022",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
413,1136,2010/09/16 00:00:00.000,"2010",Adopted,100436zmq,"100436",ROSEDALE REZONING,42802.311476170965761,26283203.188373863697052,"100436",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
414,1149,2013/10/30 00:00:00.000,"2013",Adopted,130279zmr,"130279",Charleston Mixed Use Development,2763.533366248074799,422167.568257164733950,"130279",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
415,1150,2013/10/30 00:00:00.000,"2013",Adopted,130279zmr,"130279",Charleston Mixed Use Development,3865.534451518715287,700392.031582388211973,"130279",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
416,1151,2013/10/30 00:00:00.000,"2013",Adopted,130279zmr,"130279",Charleston Mixed Use Development,2917.838830083163430,529348.668893781024963,"130279",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
,941,2016/09/14 00:00:00.000,"2016",Adopted,160267zmx,"160267",,3334.817362001137099,331303.279523610777687,"160267",La Central,Bronx,http://www1.nyc.gov/assets/planning/download/pdf/zoning/zoning-maps/sketchmaps/skz160267zmx.pdf,upzonings2015_17,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/upzonings2015_17.shp
,943,2016/10/27 00:00:00.000,"2016",Adopted,160251zmx,"160251",,2052.221099798814521,189345.392523845832329,"160251",147th Street Rezoning,Bronx,http://www1.nyc.gov/assets/planning/download/pdf/zoning/zoning-maps/sketchmaps/skz160251zmx.pdf,upzonings2015_17,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/upzonings2015_17.shp
,951,2016/11/16 00:00:00.000,"2016",Adopted,150312zmx,"150312",,2480.155798423461420,333576.610504717449658,"150312",Concourse Village West Rezoning,Bronx,http://www1.nyc.gov/assets/planning/download/pdf/zoning/zoning-maps/sketchmaps/skz150312zmx.pdf,upzonings2015_17,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/upzonings2015_17.shp
,953,2016/11/29 00:00:00.000,"2016",Adopted,160336zmm,"160336",,1549.863208748325178,134697.145630819373764,"160336",Lexington Gardens II,Manhattan,http://www1.nyc.gov/assets/planning/download/pdf/zoning/zoning-maps/sketchmaps/skz160336zmm.pdf,upzonings2015_17,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/upzonings2015_17.shp
,958,2017/04/25 00:00:00.000,"2017",Adopted,170128zmk,"170128",,881.625234349737525,46239.361448541101709,"170128",Caton Flats,Brooklyn,http://www1.nyc.gov/assets/planning/download/pdf/zoning/zoning-maps/sketchmaps/skz170128zmk.pdf,upzonings2015_17,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/upzonings2015_17.shp
,962,2017/05/24 00:00:00.000,"2017",Adopted,160323zmx,"160326",,2428.840396651260107,215950.625012949429220,"160323",Westchester mews Rezoning,Bronx,https://www1.nyc.gov/assets/planning/download/pdf/applicants/env-review/eas/17dcp080x_eas.pdf,upzonings2015_17,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/upzonings2015_17.shp
,969,2017/10/17 00:00:00.000,"2017",Adopted,170311zmx,"170311",,2350.252680711857465,286010.459325278236065,"170311",Lower Concourse North Rezoning,Bronx,https://a860-gpp.nyc.gov/downloads/nz806071d?locale=en,upzonings2015_17,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/upzonings2015_17.shp
,1053,2017/09/07 00:00:00.000,"2017",Adopted,170243azmq,170243a,,9792.264793921674936,2755323.850752035621554,"170243",Downtown Far Rockaway Rezoning,Queens,http://www1.nyc.gov/assets/planning/download/pdf/zoning/zoning-maps/sketchmaps/skz170243azmq.pdf,upzonings2015_17,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/upzonings2015_17.shp
,1054,2017/11/30 00:00:00.000,"2017",Adopted,170358zmm,"170358",,55046.692801915298332,8112261.499456342309713,"170358",East Harlem Neighborhood Rezoning,Manhattan,http://www1.nyc.gov/assets/planning/download/pdf/zoning/zoning-maps/sketchmaps/skz170358zmm.pdf,upzonings2015_17,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/upzonings2015_17.shp
,1056,2017/10/17 00:00:00.000,"2017",Adopted,170336zmq,"170336",,1485.784701303602787,130520.497497904842021,"170336",Northeastern Towers Annex Rezoning,Queens,http://www1.nyc.gov/assets/planning/download/pdf/zoning/zoning-maps/sketchmaps/skz170336zmq.pdf,upzonings2015_17,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/upzonings2015_17.shp
,1138,2016/10/13 00:00:00.000,"2016",Adopted,160219zmq,"160219",,922.065956499498270,48438.223928862978937,"160219",Rockaway Beach Boulevard Rezoning,Queens,http://www1.nyc.gov/assets/planning/download/pdf/zoning/zoning-maps/sketchmaps/skz160219zmq.pdf,upzonings2015_17,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/upzonings2015_17.shp
